candidate,party,votes,percentage,election_year,date,candidate_name,comment,postal_data,poll_data,final_percentage,negative_prob,neutral_prob,positive_prob
Anura,NPP,418553,3.16,2019,11/11/2019,Anura,"Let's put an end to the corrupt politics of 71 years, join us, the aspirant, with Comrade Anura Kumara, a new plan, a new vision, a new country, with new hope for the people, Comrade Anura Kumara in front of you. Let's put an end to corrupt politics with the compass sign Victory ❤️❤️❤️",4.6,4.31,3.16,0.0020259984303265,0.0516723506152629,0.9463016390800476
Anura,NPP,418553,3.16,2019,11/11/2019,Anura,We Proud Of You and Absolutely Correct Dissesant,4.6,4.31,3.16,0.0030152737163007,0.019958633929491,0.9770260453224182
Anura,NPP,418553,3.16,2019,11/11/2019,Anura,May you have the strength to prove in practice that only our party can implement these...that is our expectation,4.6,4.31,3.16,0.0131913376972079,0.6824649572372437,0.3043437302112579
Anura,NPP,418553,3.16,2019,11/11/2019,Anura,We highly respect our leader wijeweera. But we aren't ready to offer membership to his son UVINDU as we loose our livelihood.,4.6,4.31,3.16,0.7549717426300049,0.2093889862298965,0.0356392674148082
Anura,NPP,418553,3.16,2019,11/10/2019,Anura,Hi Anura I respectfuly urge you to withdraw from contesting as there is a great chance of you splitting the vote and paving the return of the dreaded Rajapakase junta to power.All Sri lankans will be grateful to you for ever to do the right thing by the country.,4.6,4.31,3.16,0.195959210395813,0.5589669942855835,0.2450738549232483
Anura,NPP,418553,3.16,2019,11/10/2019,Anura,A vote for AKD is a vote against corruption and the corrupt!,4.6,4.31,3.16,0.0353977233171463,0.3174038231372833,0.6471984386444092
Anura,NPP,418553,3.16,2019,11/10/2019,Anura,AKD next president,4.6,4.31,3.16,0.0132746091112494,0.9553390741348268,0.0313863642513752
Anura,NPP,418553,3.16,2019,11/10/2019,Anura,All the best good luck,4.6,4.31,3.16,0.0022008942905813,0.0097573148086667,0.9880417585372924
Anura,NPP,418553,3.16,2019,11/10/2019,Anura,He is the real celebrity in Political stage. I hope this time he wins and make our country to win as well,4.6,4.31,3.16,0.0012518087169155,0.0141515517607331,0.9845966696739196
Anura,NPP,418553,3.16,2019,11/9/2019,Anura,They are waiting with their mouths open as if to eat 16. They beat Saji or Gota and go home and call them all thieves from the next day.,4.6,4.31,3.16,0.9645887613296508,0.0330274999141693,0.0023837273474782
Anura,NPP,418553,3.16,2019,11/9/2019,Anura,"Remove the fear in the people, to get the power",4.6,4.31,3.16,0.0195076391100883,0.8386727571487427,0.1418196558952331
Anura,NPP,418553,3.16,2019,11/7/2019,Anura,This time the victory is certain. Best wishes to the future president comrade for the people of the country......Anura Kumara (AKD) has become a mania and is running around the country without stopping.,4.6,4.31,3.16,0.0017037511570379,0.0177494548261165,0.980546772480011
Anura,NPP,418553,3.16,2019,11/7/2019,Anura,"They said that despite the presence of ports, Sri Lanka's black coal will run out, right?",4.6,4.31,3.16,0.2188553065061569,0.770889163017273,0.0102554922923445
Anura,NPP,418553,3.16,2019,11/7/2019,Anura,"When you bring a compass close to the compass, the north and south will change. 😂😂😂😂 It's the same way when you show anuraya a block of dollars, it will turn in any direction. It's simple 😜😜😜😜",4.6,4.31,3.16,0.0096394876018166,0.9413747191429138,0.0489857755601406
Anura,NPP,418553,3.16,2019,11/7/2019,Anura,"Why criticize only one party? Assets related to loans taken by the previous government can be seen, all those loans are project loans taken for a project.. Mahinda's government took a loan of 5 trillion rupees for 9 years, this government has taken nearly 6 trillion rupees in 4 and a half years.. Not to mention for any project..",4.6,4.31,3.16,0.176378384232521,0.7943571209907532,0.0292644649744033
Anura,NPP,418553,3.16,2019,11/6/2019,Anura,"Unfortunately, Sri Lankans have not seen these things with their own eyes. One thing is that they have no sense and are deceived by lies. All these things are true, they are given more care in every country. Unfortunately in our country…",4.6,4.31,3.16,0.972176194190979,0.025269141420722,0.0025546012911945
Anura,NPP,418553,3.16,2019,11/6/2019,Anura,My warmest congratulations to Anura Kumara Dissanayake who entered the path of victory for a great social transformation!,4.6,4.31,3.16,0.0015554476995021,0.0064318506047129,0.9920126795768738
Anura,NPP,418553,3.16,2019,11/6/2019,Anura,We don't watch Gota's or Sajith's meetings because we don't have anything to gain from those meetings.,4.6,4.31,3.16,0.9207205772399902,0.076437771320343,0.0028416444547474
Anura,NPP,418553,3.16,2019,11/6/2019,Anura,"People say no to JVP because they don't know about politics. People, Gotabhaya and Sajith want to say, people do not know about themselves..",4.6,4.31,3.16,0.7614487409591675,0.2340931594371795,0.0044581326656043
Anura,NPP,418553,3.16,2019,11/6/2019,Anura,You are the only expectation pl tell about MCC. All the best,4.6,4.31,3.16,0.00130886642728,0.0259559471160173,0.9727352261543274
Anura,NPP,418553,3.16,2019,11/6/2019,Anura,"Everyone who can understand the truth, except the genetic idiots, will surely dedicate themselves to you, the truthful one..",4.6,4.31,3.16,0.1598659604787826,0.7290542125701904,0.1110797673463821
Anura,NPP,418553,3.16,2019,11/6/2019,Anura,"We should not fear or hate or die murderous persons, forces or mechanisms. About people and organizations that are already alive, already armed, already bloodthirsty.",4.6,4.31,3.16,0.7848404049873352,0.2078558057546615,0.0073037771508097
Anura,NPP,418553,3.16,2019,11/5/2019,Anura,"Comrade Anura Kumara gave a clear answer to this human question. These tribal slaves made the humanitarian problem a joke to Pohetituwa through the UNP project. can say Sorry, I asked a question from the UNP Pohetitu, where do you go Malle Pol, the answer is the same.",4.6,4.31,3.16,0.6304396986961365,0.3578813970088959,0.0116788614541292
Anura,NPP,418553,3.16,2019,11/5/2019,Anura,What is your source of income? Do you have any job?any buisness?or any investments?,4.6,4.31,3.16,0.0097470544278621,0.9716663956642152,0.0185865480452775
Anura,NPP,418553,3.16,2019,11/5/2019,Anura,Your son is in Ireland because you are poor,4.6,4.31,3.16,0.9225358963012696,0.0741062313318252,0.0033578237053006
Anura,NPP,418553,3.16,2019,11/5/2019,Anura,"Is he wrong here? Trying to play 2015 old disc?. They said that good governance will be regulated, right? What happened to that?",4.6,4.31,3.16,0.7355910539627075,0.2597654461860657,0.004643484018743
Anura,NPP,418553,3.16,2019,11/5/2019,Anura,Why silent about the MCC agreement?,4.6,4.31,3.16,0.1240535899996757,0.8679772019386292,0.0079692304134368
Anura,NPP,418553,3.16,2019,11/5/2019,Anura,"Majority of people want JVP ers to power, the only thinking them not vote for JVP is ""somehow both of them gonna make it, so better avoid the 'most evil' by chosing the 'lesser evil'...""",4.6,4.31,3.16,0.2212188094854354,0.7041624784469604,0.0746187195181846
Anura,NPP,418553,3.16,2019,11/4/2019,Anura,This country must be saved from these corrupt rulers..I am ready to do everything possible for that,4.6,4.31,3.16,0.1473337560892105,0.4083125591278076,0.4443536698818207
Anura,NPP,418553,3.16,2019,11/4/2019,Anura,"Why is the JVP not saying a word against the Millennium Challenge Corporation agreement? In the past, as soon as American imperialism was claimed, it was the same on the road.",4.6,4.31,3.16,0.8756521344184875,0.1215201169252395,0.0028278459794819
Anura,NPP,418553,3.16,2019,11/4/2019,Anura,"Victory to the national people's force, including the aspirant!",4.6,4.31,3.16,0.0014594218228012,0.0132150473073124,0.9853255152702332
Anura,NPP,418553,3.16,2019,11/3/2019,Anura,The ONLY hope for a nation in turmoil and country in the grips of debt.,4.6,4.31,3.16,0.0436085052788257,0.5149585008621216,0.441432923078537
Anura,NPP,418553,3.16,2019,11/3/2019,Anura,"Mr. Anura, today my duty has been fulfilled. Thank you brother for raising a clear voice for us....I will never feel sad about the vote given to you today. Because today I gave my vote for the criminals.",4.6,4.31,3.16,0.023157937452197,0.1422975957393646,0.8345444798469543
Sajth,SJB,5564239,41.99,2019,,,,,,,,,
Gotabaya,SLPP,6924255,52.25,2019,11/15/2019,Gotabaya,You have only two days to relax Sir. Report to Duty as our president on 18 th November. I am sure you have already planned to execute your vision from day 1 onwards. Good luck. Cheers.,52.61,53.22,52.25,0.0010477821342647,0.0298071876168251,0.9691449999809264
Gotabaya,SLPP,6924255,52.25,2019,11/15/2019,Gotabaya,"you are a smart person. Smart people are always relax,creative ,silent ,but cordinate work towards unbelievable sucess along with other team members.Your sucess in developing srilanka nation whoms inherited IQ very high compared to international community ,going to be unbeaten for next ten twenty generations..... Hats off for your work so far for our motherland,waiting to see the positive transformation of sri lankans attitude,infrastructure ,and well maintained security to Buddhasasana as the head of one nation ,one country ,our mother sri lanka.",52.61,53.22,52.25,0.0012927871430292,0.0141000058501958,0.9846071600914
Gotabaya,SLPP,6924255,52.25,2019,11/15/2019,Gotabaya,Take a short break sir.. there's whole lot more to do for this country. Whole country awaits your arrival as 7th executive president of Democratic socialist republic of Sri Lanka.,52.61,53.22,52.25,0.0038277159910649,0.404849648475647,0.5913226008415222
Gotabaya,SLPP,6924255,52.25,2019,11/15/2019,Gotabaya,We are so excited to accept you as our president,52.61,53.22,52.25,0.0028913707938045,0.004503225442022,0.992605447769165
Gotabaya,SLPP,6924255,52.25,2019,11/15/2019,Gotabaya,What ever said and done we need a country for our childrens. We had lived half of our life. But out infants just began their journey. Only you can save my motherland. I do not need any personal helps. This is first time I am writing in public sir. Cheers. May the triple gem blessing you !,52.61,53.22,52.25,0.0048090517520904,0.154503047466278,0.8406879305839539
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,"It is everyone's expectation that Lakbima will get the security, prosperity and peace that the country needs at this moment with the victory on the 17th.",52.61,53.22,52.25,0.0027424436993896,0.3177306354045868,0.6795269250869751
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,"We trust you. So we are always with you. Your eyes and ours are straining every minute until your victory is confirmed. Breathless. The mind is troubled with discomfort. But on the morning of the 17th, it is certain that we will all celebrate victory together.",52.61,53.22,52.25,0.0015133416745811,0.0102351596578955,0.9882515072822572
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,2 days more to HISTORICAL victory Mr. GOTA will win with the MAJORITY VOTES,52.61,53.22,52.25,0.001316595589742,0.0243049189448356,0.9743785262107848
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,The name written in golden letters in the history of Lak is Gotabaya!,52.61,53.22,52.25,0.0021907989867031,0.2449599951505661,0.7528492212295532
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,Leadership that you have proved past few weeks were incredible First time in SL election history we saw this kind of election campaign No matter what you have set an example to others It’s easy to follow someone but difficult begin the trend You have done it Good job See you as a president in my motherland on 17th Work together for better future Happy to become part of winning journey Good Luck,52.61,53.22,52.25,0.0015786234289407,0.00686906138435,0.9915522933006288
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,All the best Sir. You are the only one who can take the country to a modern developed disciplined country.!,52.61,53.22,52.25,0.0013739407295361,0.0133594553917646,0.9852665662765504
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,Vote for the country. Be a proud partner of the victory. Apitath developed ratak owne. We can't blame our country and the politicians any more. We must be proud of our country tomorrow. Please vote for GOTABAYA.,52.61,53.22,52.25,0.0014870517188683,0.0260124839842319,0.9725004434585572
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,Youngers hope #surewin,52.61,53.22,52.25,0.0012178741162642,0.0265692565590143,0.9722127914428712
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,It is a great vision of His Excellency. Extreamists should be up rooted from this land.,52.61,53.22,52.25,0.0011332997819408,0.0117781283333897,0.9870885014533995
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,Thank you very much for what you have done so far and we are all very grateful full to you for that. You will be the next President on 18 th November. You are the hope of everything and everyone.,52.61,53.22,52.25,0.0023759726900607,0.0049258065409958,0.9926982522010804
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,You are the sav iyor of the country. That has choosen from the upper hand of the God. Bless u,52.61,53.22,52.25,0.001467618625611,0.0319230929017066,0.9666093587875366
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,Vote for the country. Be a proud partner of the victory. Apitath developed ratak owne. We can't blame our country and the politicians any more. We must be proud of our country tomorrow. Please vote for GOTABAYA.,52.61,53.22,52.25,0.0014870517188683,0.0260124839842319,0.9725004434585572
Gotabaya,SLPP,6924255,52.25,2019,11/13/2019,Gotabaya,n the past I think you will be the kingDear sir you have done a vital role for the country in the past in the near future you will be the king Dutugamunu the great best wishes sir gota,52.61,53.22,52.25,0.0013986096018925,0.0076237432658672,0.9909776449203492
Gotabaya,SLPP,6924255,52.25,2019,11/12/2019,Gotabaya,I know you sir when u were working at MOD as the defense minister. U are a such a humble person. Respect sir.,52.61,53.22,52.25,0.0012890280922874,0.0119416452944278,0.9867693185806274
Gotabaya,SLPP,6924255,52.25,2019,11/12/2019,Gotabaya,Dear sir wish you all the best to become our president after a landslide victory!,52.61,53.22,52.25,0.0014557765098288,0.0094683486968278,0.9890758991241456
Gotabaya,SLPP,6924255,52.25,2019,11/12/2019,Gotabaya,"Save our motherland. We have immense trust on you, because you have proven in past and you will prove by making what you promised to bring phosphorous to our motherland",52.61,53.22,52.25,0.0046235155314207,0.0951972156763076,0.9001793265342712
Gotabaya,SLPP,6924255,52.25,2019,11/12/2019,Gotabaya,"He believe in you and fight for you, every single day His word is his bond !",52.61,53.22,52.25,0.0019652543123811,0.0275257732719182,0.9705089926719666
Gotabaya,SLPP,6924255,52.25,2019,11/12/2019,Gotabaya,All the best sir. May triple gem bless you!!!!!,52.61,53.22,52.25,0.0017722692573443,0.006321451626718,0.9919062852859496
Gotabaya,SLPP,6924255,52.25,2019,11/12/2019,Gotabaya,Congratulations,52.61,53.22,52.25,0.0035789024550467,0.0381051525473594,0.958315908908844
Gotabaya,SLPP,6924255,52.25,2019,11/12/2019,Gotabaya,We Tamils will overwhelmingly support you this time as we concede the very fact that the country security is Paramount important than anything else and you are the best candidate available to lead the country towards development and prosperity...,52.61,53.22,52.25,0.0014070756733417,0.015967346727848,0.9826256036758424
Gotabaya,SLPP,6924255,52.25,2019,11/12/2019,Gotabaya,SAVE OUR MOTHER LAND.we are always with you. Sir.,52.61,53.22,52.25,0.0029372521676123,0.0984770357608795,0.8985857367515564
Gotabaya,SLPP,6924255,52.25,2019,11/12/2019,Gotabaya,We will help to you to rebuilt our county.you believe us.we believe you.next 16th we will do it.,52.61,53.22,52.25,0.0014911777107045,0.0338189527392387,0.96468985080719
Gotabaya,SLPP,6924255,52.25,2019,11/12/2019,Gotabaya,"Look at the botree leaves, they are in stems thin then broaden and sharpen at the tip, as the leaves, your life was learning sessions ( studying) then broaden your knowledge on what you learnt ( exercised what you learnt and won the war and beautified the land you love) , now you are experienced the dark sides of life,pain,sickness and the real truth of life by sharpening your patience and practicing Dharmista! (Love to do good to people)! You are like that bo leaf ! We Know clearly that ! We are already walking with you! All the blessings from above and us!",52.61,53.22,52.25,0.0015159129397943,0.0831614881753921,0.9153226613998412
Gotabaya,SLPP,6924255,52.25,2019,11/12/2019,Gotabaya,Your victory safe our mother land,52.61,53.22,52.25,0.0014360914938151,0.0320170409977436,0.9665468335151672
Gotabaya,SLPP,6924255,52.25,2019,11/11/2019,Gotabaya,Our best wishes ..my mother land and our president GOTABAYA,52.61,53.22,52.25,0.0013190159806981,0.0117972837761044,0.9868836998939514
Gotabaya,SLPP,6924255,52.25,2019,11/11/2019,Gotabaya,Unity is the subject of the people of sri lanka to fulfill the nation's dream,52.61,53.22,52.25,0.0020309465471655,0.1431348174810409,0.854834258556366
Gotabaya,SLPP,6924255,52.25,2019,11/11/2019,Gotabaya,All srilankan will be treated equally .,52.61,53.22,52.25,0.0038448118139058,0.3749634325504303,0.6211917400360107
Gotabaya,SLPP,6924255,52.25,2019,11/11/2019,Gotabaya,The only leader who can build the motherland. Trust him.,52.61,53.22,52.25,0.0017133163055405,0.0360147356986999,0.9622719883918762
Gotabaya,SLPP,6924255,52.25,2019,11/11/2019,Gotabaya,"WE HAVE FUTURE HOPE WITH GOTAABAYA RAJAPAKSHA, EXCELLENT LEADER. .....",52.61,53.22,52.25,0.0019024342764168,0.0059234518557786,0.9921741485595704
Gotabaya,SLPP,6924255,52.25,2019,11/11/2019,Gotabaya,We all belive you because of your not a politecian god blass you.,52.61,53.22,52.25,0.679847240447998,0.3124916553497314,0.0076610641553997
Gotabaya,SLPP,6924255,52.25,2019,11/11/2019,Gotabaya,Congratulations,52.61,53.22,52.25,0.0035789024550467,0.0381051525473594,0.958315908908844
Gotabaya,SLPP,6924255,52.25,2019,11/11/2019,Gotabaya,Great sir... We are waiting a lot.... All the very best sir.. Hope you Wii explain your correct vision to all nations .but now already you have won... All the people gathered around you ..and they are asking only one thing fm you.. That is please sir give us protective country ...may triple gem you.,52.61,53.22,52.25,0.0016491459682583,0.0247572530061006,0.9735935926437378
Gotabaya,SLPP,6924255,52.25,2019,11/11/2019,Gotabaya,We are looking forward mind blowing presentations,52.61,53.22,52.25,0.002078398829326,0.0054344558157026,0.9924871921539308
Gotabaya,SLPP,6924255,52.25,2019,11/11/2019,Gotabaya,"This man is class of a gentlemanTell us one. Moment he had said anthing to his rivalsPotraints is fine ability and capability and high personality and qualityTo lead this country, he is the man and no one elseI have been a follower of the Russian President he look the same he will give us the security and safety that and ensure that we can sleep in peace on our pillows during night and wake up for a prosperous Sri Lanka with high inclined economy growth.vote for him pepole he is choices and choosen one to lead this country and our country Gota Sir",52.61,53.22,52.25,0.0015223203226923,0.0218339134007692,0.9766437411308287
Gotabaya,SLPP,6924255,52.25,2019,11/11/2019,Gotabaya,Wish you all the best of luck Sir,52.61,53.22,52.25,0.0018320671515539,0.0076810466125607,0.9904869198799132
Gotabaya,SLPP,6924255,52.25,2019,11/10/2019,Gotabaya,Indeed.. for the future protection of the children of Daya.. with true fatherly love.. You are the father of the nation.. We know that the children of Daya who love the country will keep the responsibility of the trust placed in you like a loving father... November 16 will be a safe future for the children of Daya. It is the dream of the dawn,52.61,53.22,52.25,0.0012389181647449,0.0148104624822735,0.9839506149291992
Gotabaya,SLPP,6924255,52.25,2019,11/10/2019,Gotabaya,Many children like brave characters..you are one too....may you and my country win..,52.61,53.22,52.25,0.0014874703483656,0.0073443418368697,0.9911681413650512
Gotabaya,SLPP,6924255,52.25,2019,11/10/2019,Gotabaya,Seeing that picture brought tears to my eyes These little bastards are asking the father of the nation that we need a country to be free. It turns out that the father replies with a beautiful smile that he will do it,52.61,53.22,52.25,0.872144877910614,0.1086457371711731,0.0192094407975673
Gotabaya,SLPP,6924255,52.25,2019,11/10/2019,Gotabaya,"Join your heart with little hearts you will learn a lot from them like me also they are innocent, that is beautiful",52.61,53.22,52.25,0.0012166809756308,0.0208131857216358,0.9779701232910156
Gotabaya,SLPP,6924255,52.25,2019,11/10/2019,Gotabaya,If there is a person who protects the country.... you are the noble man....,52.61,53.22,52.25,0.0015082464087754,0.0131241520866751,0.9853675961494446
Gotabaya,SLPP,6924255,52.25,2019,11/10/2019,Gotabaya,"These little children are holding hands with such confidence. Yes, after the arrival of Mr. Gotabhaya Rajapaksa, the daughter and son can go to school again without fear. There will be no need for parents to come to guard the school.",52.61,53.22,52.25,0.0019742220174521,0.1148215010762214,0.8832042813301086
Gotabaya,SLPP,6924255,52.25,2019,11/10/2019,Gotabaya,This is our country and our Nation!They are going to correct the mistake did on 2015 by Giving the more than 55% mandate to Gotabaya on 16th!,52.61,53.22,52.25,0.0279485508799552,0.781171977519989,0.1908795237541198
Gotabaya,SLPP,6924255,52.25,2019,11/10/2019,Gotabaya,"For the future of our country, nature will bless us to produce such a leader.",52.61,53.22,52.25,0.001632847241126,0.0072771068662405,0.9910900592803956
Gotabaya,SLPP,6924255,52.25,2019,11/10/2019,Gotabaya,"Words to say sir.. It's true, this friendly exchange of ideas helps the development of the country, no matter how old or sick that grandmother is, she came to see you, here are the people who love the country with all their hearts, you have won. The victory of the country is certain.. You can heal the hearts of innocent people with one word.",52.61,53.22,52.25,0.0014781643403694,0.0183551609516143,0.9801666140556335
Gotabaya,SLPP,6924255,52.25,2019,11/10/2019,Gotabaya,Best Wishes Sir ... May you always get the strength and courage to complete the day's work successfully .. May you not get any depression.. May you receive all the blessings of the universe...!!!! May God bless you all,52.61,53.22,52.25,0.0018511420348659,0.006272867321968,0.9918760061264038
Gotabaya,SLPP,6924255,52.25,2019,11/10/2019,Gotabaya,"I love your humility very much 🌷🌷🌷🌷May our country have a good future 🇱🇰🇱🇰🇱🇰🇱🇰 Madam, victory is certain 🇱🇰🇱🇰🇱🇰",52.61,53.22,52.25,0.0019345446489751,0.005655906163156,0.9924095869064332
Gotabaya,SLPP,6924255,52.25,2019,11/9/2019,Gotabaya,Our president is sure to win,52.61,53.22,52.25,0.0018286341801285,0.0145440017804503,0.9836273193359376
Gotabaya,SLPP,6924255,52.25,2019,11/9/2019,Gotabaya,"Simplicity, quietness in planned programs....innovative techniques, humble leadership.…",52.61,53.22,52.25,0.0018067630007863,0.0678092241287231,0.9303839802742004
Gotabaya,SLPP,6924255,52.25,2019,11/9/2019,Gotabaya,Any how you hv to win this election sir otherwise we won't hv Sri Lanka,52.61,53.22,52.25,0.3442561328411102,0.6452904939651489,0.010453401133418
Gotabaya,SLPP,6924255,52.25,2019,11/9/2019,Gotabaya,Victory is certain. You are the President who is the discipline emerging in Sri Lanka,52.61,53.22,52.25,0.0012224673992022,0.0159261114895343,0.9828513860702516
Gotabaya,SLPP,6924255,52.25,2019,11/9/2019,Gotabaya,How fortunate these people to meet their president face to face. How humble is this great person???,52.61,53.22,52.25,0.0022178655490279,0.0059346733614802,0.9918473958969116
Gotabaya,SLPP,6924255,52.25,2019,11/9/2019,Gotabaya,Wish you all the very best our Future President Honerable Gotabhaya Rajapakse Jayawewa,52.61,53.22,52.25,0.001274814014323,0.0100572500377893,0.988667905330658
Gotabaya,SLPP,6924255,52.25,2019,11/9/2019,Gotabaya,County need you . You can streamline this system. Hope of the country .Bless you Sir.,52.61,53.22,52.25,0.0013074981980025,0.0368743278086185,0.9618182182312012
Gotabaya,SLPP,6924255,52.25,2019,11/9/2019,Gotabaya,Resounding victory for GR the Great in 22 Districts out of 25 Districts in Sri Lanka by peoples choice free franchise,52.61,53.22,52.25,0.0017034276388585,0.1271369755268097,0.871159553527832
Gotabaya,SLPP,6924255,52.25,2019,11/9/2019,Gotabaya,We are Srilankans no Singala Tamil differences give mothu (Tamara) each other.save people. No racism in Srilanka Tamil and Singala...We are Srilankans have a hug,52.61,53.22,52.25,0.0125059699639678,0.5324204564094543,0.4550735652446747
Gotabaya,SLPP,6924255,52.25,2019,11/9/2019,Gotabaya,Great leader Gotabaya Rajapaksha jayawewaaaaaaa,52.61,53.22,52.25,0.0015087989158928,0.0106518743559718,0.9878393411636353
Gotabaya,SLPP,6924255,52.25,2019,11/8/2019,Gotabaya,"🌷🌷🌷 The decisive day for the fate of the proud Pauda Atithitaika Uramakkars ........... November 16 .............. may rise united ....... ... . If it is divided, the country will be destroyed ........ 🌷🌷🌷",52.61,53.22,52.25,0.0509883873164653,0.8401318192481995,0.1088798120617866
Gotabaya,SLPP,6924255,52.25,2019,11/8/2019,Gotabaya,Daily more and people are gathering round you.God bless and take care and protect you now and always.,52.61,53.22,52.25,0.0013205853756517,0.0102313738316297,0.9884480834007264
Gotabaya,SLPP,6924255,52.25,2019,11/8/2019,Gotabaya,Good Luck sir.,52.61,53.22,52.25,0.0015699464129284,0.0156447254121303,0.9827852845191956
Gotabaya,SLPP,6924255,52.25,2019,11/8/2019,Gotabaya,I’m sure your leadership will help to rebuild the nation for our children... may the triple gem bless you,52.61,53.22,52.25,0.0015052581438794,0.0096124382689595,0.9888822436332704
Gotabaya,SLPP,6924255,52.25,2019,11/8/2019,Gotabaya,brain + Hrart will bring the best to our country,52.61,53.22,52.25,0.001627774327062,0.0285960715264081,0.9697760939598083
Gotabaya,SLPP,6924255,52.25,2019,11/8/2019,Gotabaya,Great leader Gotabaya Rajapaksha with bright future,52.61,53.22,52.25,0.0014589874772354,0.0092756235972046,0.9892653226852416
Gotabaya,SLPP,6924255,52.25,2019,11/8/2019,Gotabaya,"You are the only way we can uplift tourism back again,Congratz!",52.61,53.22,52.25,0.0013631971087306,0.0105126397684216,0.9881241917610168
Gotabaya,SLPP,6924255,52.25,2019,11/8/2019,Gotabaya,Our hope all the best,52.61,53.22,52.25,0.0020968641620129,0.0300135444849729,0.9678896069526672
Gotabaya,SLPP,6924255,52.25,2019,11/8/2019,Gotabaya,Gotabaya Rajapaksha is our next President.. best wishes sir.!!,52.61,53.22,52.25,0.0011323919752612,0.0134986648336052,0.9853689074516296
Gotabaya,SLPP,6924255,52.25,2019,11/8/2019,Gotabaya,God almighty s blessings and graces be with you and mahinda now and always enabling you to carry out all your electoral activities today.,52.61,53.22,52.25,0.001260413788259,0.0127697074785828,0.9859698414802552
Gotabaya,SLPP,6924255,52.25,2019,11/7/2019,Gotabaya,Congratulations future president Mr. Gotabhaya Rajapaksha,52.61,53.22,52.25,0.0014476879732683,0.0098284948617219,0.988723874092102
Gotabaya,SLPP,6924255,52.25,2019,11/7/2019,Gotabaya,We hope a better future with you sir. Don't break up it,52.61,53.22,52.25,0.0023409593850374,0.0121853249147534,0.9854736328125
Gotabaya,SLPP,6924255,52.25,2019,11/7/2019,Gotabaya,"At this time, we should think not about our personal things, but about the future of our children and the perpetuation of Sambuddha Sasana, that's why we stood up with Gota.",52.61,53.22,52.25,0.0176677014678716,0.7345445156097412,0.2477877587080001
Gotabaya,SLPP,6924255,52.25,2019,11/7/2019,Gotabaya,Forgiveness is next godliness. Keeping this in mind only after a thorough investigation any descion should be taken with the help o f other members of the party on the basis of fair and justifiable manner.,52.61,53.22,52.25,0.003291847417131,0.6332368850708008,0.3634712398052215
Gotabaya,SLPP,6924255,52.25,2019,11/7/2019,Gotabaya,What people expect from you is being fulfilled.,52.61,53.22,52.25,0.0036283382214605,0.4776018261909485,0.5187698602676392
Gotabaya,SLPP,6924255,52.25,2019,11/7/2019,Gotabaya,This moment is decisive and let's not think about trivial things and join together for the future of the country and the nation.…,52.61,53.22,52.25,0.0022547540720552,0.0915508195757865,0.9061943888664246
Gotabaya,SLPP,6924255,52.25,2019,11/7/2019,Gotabaya,The highest respect we show to Gotabha is to send such rogues home in the next election,52.61,53.22,52.25,0.8192279934883118,0.1413390934467315,0.0394329167902469
Gotabaya,SLPP,6924255,52.25,2019,11/7/2019,Gotabaya,"Seeing that picture broughtWe believe in you sir. We believe that you will work in the future regardless of rank. By creating such incidents and spreading smear campaigns against you, the opponents may create wrong images about you. tears to my eyes These little bastards are asking the father of the nation that we need a country to be free. It turns out that the father replies with a beautiful smile that he will do it",52.61,53.22,52.25,0.3969452977180481,0.4427413940429687,0.1603133082389831
Gotabaya,SLPP,6924255,52.25,2019,11/7/2019,Gotabaya,Universal power will protect both of you!,52.61,53.22,52.25,0.0017684432677924,0.0822784975171089,0.9159530997276306
Gotabaya,SLPP,6924255,52.25,2019,11/7/2019,Gotabaya,It’s a great event. First time I saw such a discussion presidential candidate had with young generation. It’s a turning point in our society. I believe that your leadership will guide to develop the nation and country in the correct path.All the best & good luck.,52.61,53.22,52.25,0.0018995918799191,0.0054273209534585,0.9926730990409852
Gotabaya,SLPP,6924255,52.25,2019,11/7/2019,Gotabaya,"We are very fortunate to have a visionary leader like you and we have very strong believe and hope that you would run the country without using a yardstick of favourism, racism, cast etc. Our country has been ruined and nothing left for our future generation. Please build the country and have room for all Srilankan with free breath. Gotabaya is our hope and wish you our leader for today and tommorrow.",52.61,53.22,52.25,0.014887137338519,0.0606439784169197,0.9244688153266908
Gotabaya,SLPP,6924255,52.25,2019,11/7/2019,Gotabaya,"Sir , millions of SL citizens have faith on u. We hope that after becoming the President , u WON'T forget this. If so the consequences will be drastic . Good luck Sir,we are sure u will be our most beloved President .",52.61,53.22,52.25,0.0017611685907468,0.0095176063477993,0.9887211918830872
